die_id,stack_id,disposition
D0008457,S000852,assembled
D0008458,S000817,assembled
D0008459,S000839,assembled
D0008460,S000854,assembled
D0008461,S000827,assembled
D0008462,S000848,assembled
D0008463,S000827,assembled
D0008464,S000859,assembled
D0008465,S000836,assembled
D0008466,S000859,assembled
D0008467,S000818,assembled
D0008468,S000854,assembled
D0008469,S000810,assembled
D0008470,S000848,assembled
D0008471,,screen_rejected
D0008472,S000832,assembled
D0008473,S000819,assembled
D0008474,S000850,assembled
D0008475,S000808,assembled
D0008476,S000833,assembled
D0008477,S000808,assembled
D0008478,S000823,assembled
D0008479,S000813,assembled
D0008480,S000819,assembled
D0008481,S000828,assembled
D0008482,S000853,assembled
D0008483,S000797,assembled
D0008484,,eligible_unassigned
D0008485,S000859,assembled
D0008486,S000830,assembled
D0008487,S000799,assembled
D0008488,S000831,assembled
D0008489,S000817,assembled
D0008490,S000811,assembled
D0008491,S000837,assembled
D0008492,S000815,assembled
D0008493,S000845,assembled
D0008494,S000803,assembled
D0008495,S000821,assembled
D0008496,S000814,assembled
D0008497,S000844,assembled
D0008498,S000827,assembled
D0008499,S000841,assembled
D0008500,S000805,assembled
D0008501,S000809,assembled
D0008502,S000832,assembled
D0008503,S000816,assembled
D0008504,S000841,assembled
D0008505,S000832,assembled
D0008506,S000797,assembled
D0008507,S000837,assembled
D0008508,S000853,assembled
D0008509,S000830,assembled
D0008510,S000843,assembled
D0008511,S000825,assembled
D0008512,S000840,assembled
D0008513,S000800,assembled
D0008514,S000817,assembled
D0008515,S000816,assembled
D0008516,S000851,assembled
D0008517,S000834,assembled
D0008518,S000849,assembled
D0008519,S000859,assembled
D0008520,S000818,assembled
D0008521,S000798,assembled
D0008522,S000824,assembled
D0008523,S000835,assembled
D0008524,S000832,assembled
D0008525,S000850,assembled
D0008526,S000822,assembled
D0008527,S000809,assembled
D0008528,,eligible_unassigned
D0008529,S000802,assembled
D0008530,S000827,assembled
D0008531,S000797,assembled
D0008532,S000857,assembled
D0008533,S000813,assembled
D0008534,S000826,assembled
D0008535,S000858,assembled
D0008536,S000846,assembled
D0008537,S000815,assembled
D0008538,S000834,assembled
D0008539,S000837,assembled
D0008540,S000825,assembled
D0008541,S000822,assembled
D0008542,S000803,assembled
D0008543,S000806,assembled
D0008544,S000835,assembled
D0008545,S000805,assembled
D0008546,S000842,assembled
D0008547,S000821,assembled
D0008548,S000807,assembled
D0008549,S000805,assembled
D0008550,,screen_rejected
D0008551,,screen_rejected
D0008552,S000849,assembled
D0008553,S000808,assembled
D0008554,S000811,assembled
D0008555,S000821,assembled
D0008556,,screen_rejected
D0008557,S000810,assembled
D0008558,S000817,assembled
D0008559,S000859,assembled
D0008560,S000843,assembled
D0008561,S000809,assembled
D0008562,S000848,assembled
D0008563,S000836,assembled
D0008564,S000836,assembled
D0008565,S000828,assembled
D0008566,S000833,assembled
D0008567,S000822,assembled
D0008568,S000811,assembled
D0008569,S000816,assembled
D0008570,S000859,assembled
D0008571,S000797,assembled
D0008572,S000859,assembled
D0008573,S000854,assembled
D0008574,S000806,assembled
D0008575,S000847,assembled
D0008576,S000859,assembled
D0008577,S000855,assembled
D0008578,S000831,assembled
D0008579,S000817,assembled
D0008580,S000817,assembled
D0008581,S000854,assembled
D0008582,S000801,assembled
D0008583,S000850,assembled
D0008584,S000830,assembled
D0008585,S000854,assembled
D0008586,S000843,assembled
D0008587,S000831,assembled
D0008588,,screen_rejected
D0008589,S000804,assembled
D0008590,S000854,assembled
D0008591,S000850,assembled
D0008592,S000820,assembled
D0008593,S000824,assembled
D0008594,S000815,assembled
D0008595,S000822,assembled
D0008596,S000840,assembled
D0008597,S000808,assembled
D0008598,S000838,assembled
D0008599,S000835,assembled
D0008600,S000811,assembled
D0008601,S000828,assembled
D0008602,S000810,assembled
D0008603,,screen_rejected
D0008604,S000858,assembled
D0008605,S000812,assembled
D0008606,,screen_rejected
D0008607,S000858,assembled
D0008608,S000844,assembled
D0008609,S000837,assembled
D0008610,S000811,assembled
D0008611,S000837,assembled
D0008612,S000831,assembled
D0008613,S000842,assembled
D0008614,S000822,assembled
D0008615,S000840,assembled
D0008616,S000857,assembled
D0008617,S000810,assembled
D0008618,S000812,assembled
D0008619,S000826,assembled
D0008620,S000834,assembled
D0008621,S000837,assembled
D0008622,S000824,assembled
D0008623,S000823,assembled
D0008624,S000832,assembled
D0008625,S000812,assembled
D0008626,S000801,assembled
D0008627,S000797,assembled
D0008628,S000798,assembled
D0008629,S000852,assembled
D0008630,S000800,assembled
D0008631,S000810,assembled
D0008632,S000847,assembled
D0008633,S000810,assembled
D0008634,S000817,assembled
D0008635,S000815,assembled
D0008636,S000812,assembled
D0008637,S000845,assembled
D0008638,S000840,assembled
D0008639,S000851,assembled
D0008640,S000832,assembled
D0008641,S000831,assembled
D0008642,S000825,assembled
D0008643,S000821,assembled
D0008644,S000830,assembled
D0008645,S000849,assembled
D0008646,S000807,assembled
D0008647,S000801,assembled
D0008648,S000807,assembled
D0008649,S000838,assembled
D0008650,S000847,assembled
D0008651,,screen_rejected
D0008652,S000839,assembled
D0008653,S000831,assembled
D0008654,S000807,assembled
D0008655,S000819,assembled
D0008656,S000836,assembled
D0008657,,screen_rejected
D0008658,S000823,assembled
D0008659,S000834,assembled
D0008660,S000834,assembled
D0008661,S000855,assembled
D0008662,S000805,assembled
D0008663,S000821,assembled
D0008664,S000815,assembled
D0008665,S000852,assembled
D0008666,S000807,assembled
D0008667,,screen_rejected
D0008668,S000855,assembled
D0008669,S000804,assembled
D0008670,S000807,assembled
D0008671,S000812,assembled
D0008672,S000812,assembled
D0008673,S000802,assembled
D0008674,S000838,assembled
D0008675,S000839,assembled
D0008676,S000841,assembled
D0008677,S000811,assembled
D0008678,S000839,assembled
D0008679,S000826,assembled
D0008680,S000853,assembled
D0008681,,screen_rejected
D0008682,S000844,assembled
D0008683,S000853,assembled
D0008684,,screen_rejected
D0008685,S000798,assembled
D0008686,S000853,assembled
D0008687,S000829,assembled
D0008688,S000844,assembled
D0008689,S000849,assembled
D0008690,S000798,assembled
D0008691,S000838,assembled
D0008692,S000840,assembled
D0008693,S000852,assembled
D0008694,,screen_rejected
D0008695,S000844,assembled
D0008696,S000850,assembled
D0008697,S000816,assembled
D0008698,S000799,assembled
D0008699,S000815,assembled
D0008700,S000818,assembled
D0008701,S000830,assembled
D0008702,S000857,assembled
D0008703,S000834,assembled
D0008704,S000826,assembled
D0008705,S000849,assembled
D0008706,S000820,assembled
D0008707,S000851,assembled
D0008708,S000824,assembled
D0008709,S000850,assembled
D0008710,S000804,assembled
D0008711,S000847,assembled
D0008712,S000800,assembled
D0008713,S000809,assembled
D0008714,S000841,assembled
D0008715,S000850,assembled
D0008716,,screen_rejected
D0008717,S000812,assembled
D0008718,S000801,assembled
D0008719,S000843,assembled
D0008720,S000820,assembled
D0008721,S000826,assembled
D0008722,S000856,assembled
D0008723,S000813,assembled
D0008724,S000817,assembled
D0008725,S000797,assembled
D0008726,S000806,assembled
D0008727,S000810,assembled
D0008728,S000855,assembled
D0008729,S000846,assembled
D0008730,S000846,assembled
D0008731,S000826,assembled
D0008732,S000816,assembled
D0008733,S000813,assembled
D0008734,S000798,assembled
D0008735,S000821,assembled
D0008736,S000850,assembled
D0008737,S000818,assembled
D0008738,S000843,assembled
D0008739,S000834,assembled
D0008740,S000798,assembled
D0008741,S000837,assembled
D0008742,S000848,assembled
D0008743,,screen_rejected
D0008744,S000817,assembled
D0008745,S000844,assembled
D0008746,S000810,assembled
D0008747,S000809,assembled
D0008748,S000835,assembled
D0008749,S000840,assembled
D0008750,S000845,assembled
D0008751,S000799,assembled
D0008752,S000847,assembled
D0008753,S000815,assembled
D0008754,,screen_rejected
D0008755,S000858,assembled
D0008756,S000856,assembled
D0008757,S000829,assembled
D0008758,S000838,assembled
D0008759,S000808,assembled
D0008760,S000854,assembled
D0008761,S000856,assembled
D0008762,S000842,assembled
D0008763,S000857,assembled
D0008764,S000821,assembled
D0008765,S000806,assembled
D0008766,S000838,assembled
D0008767,S000812,assembled
D0008768,S000805,assembled
D0008769,,eligible_unassigned
D0008770,S000821,assembled
D0008771,S000818,assembled
D0008772,S000835,assembled
D0008773,S000807,assembled
D0008774,S000847,assembled
D0008775,S000800,assembled
D0008776,S000821,assembled
D0008777,S000832,assembled
D0008778,S000831,assembled
D0008779,S000853,assembled
D0008780,S000810,assembled
D0008781,S000847,assembled
D0008782,S000839,assembled
D0008783,S000822,assembled
D0008784,S000832,assembled
D0008785,S000809,assembled
D0008786,S000855,assembled
D0008787,S000803,assembled
D0008788,S000857,assembled
D0008789,S000830,assembled
D0008790,,screen_rejected
D0008791,S000833,assembled
D0008792,S000856,assembled
D0008793,S000823,assembled
D0008794,S000806,assembled
D0008795,S000812,assembled
D0008796,S000844,assembled
D0008797,S000813,assembled
D0008798,S000840,assembled
D0008799,S000845,assembled
D0008800,S000838,assembled
D0008801,S000918,assembled
D0008802,S000894,assembled
D0008803,S000914,assembled
D0008804,S000912,assembled
D0008805,S000882,assembled
D0008806,S000884,assembled
D0008807,S000876,assembled
D0008808,S000897,assembled
D0008809,S000885,assembled
D0008810,S000879,assembled
D0008811,S000871,assembled
D0008812,S000872,assembled
D0008813,S000885,assembled
D0008814,S000871,assembled
D0008815,S000885,assembled
D0008816,S000899,assembled
D0008817,S000860,assembled
D0008818,S000891,assembled
D0008819,S000860,assembled
D0008820,S000922,assembled
D0008821,S000890,assembled
D0008822,S000890,assembled
D0008823,S000888,assembled
D0008824,S000878,assembled
D0008825,S000899,assembled
D0008826,S000906,assembled
D0008827,S000886,assembled
D0008828,S000860,assembled
D0008829,S000874,assembled
D0008830,S000921,assembled
D0008831,S000871,assembled
D0008832,S000870,assembled
D0008833,S000901,assembled
D0008834,S000906,assembled
D0008835,S000883,assembled
D0008836,S000894,assembled
D0008837,S000886,assembled
D0008838,S000861,assembled
D0008839,S000882,assembled
D0008840,S000899,assembled
D0008841,,screen_rejected
D0008842,S000910,assembled
D0008843,S000875,assembled
D0008844,S000910,assembled
D0008845,S000877,assembled
D0008846,S000907,assembled
D0008847,S000879,assembled
D0008848,S000861,assembled
D0008849,S000906,assembled
D0008850,S000909,assembled
D0008851,S000921,assembled
D0008852,S000915,assembled
D0008853,S000897,assembled
D0008854,S000874,assembled
D0008855,S000898,assembled
D0008856,S000863,assembled
D0008857,S000868,assembled
D0008858,S000911,assembled
D0008859,S000905,assembled
D0008860,S000882,assembled
D0008861,S000872,assembled
D0008862,S000916,assembled
D0008863,S000863,assembled
D0008864,,screen_rejected
D0008865,S000868,assembled
D0008866,S000875,assembled
D0008867,S000898,assembled
D0008868,S000898,assembled
D0008869,S000872,assembled
D0008870,S000912,assembled
D0008871,S000914,assembled
D0008872,S000900,assembled
D0008873,S000899,assembled
D0008874,S000915,assembled
D0008875,S000921,assembled
D0008876,S000895,assembled
D0008877,S000871,assembled
D0008878,S000898,assembled
D0008879,S000872,assembled
D0008880,S000906,assembled
D0008881,S000892,assembled
D0008882,S000903,assembled
D0008883,S000863,assembled
D0008884,S000916,assembled
D0008885,S000918,assembled
D0008886,S000912,assembled
D0008887,S000897,assembled
D0008888,S000923,assembled
D0008889,S000873,assembled
D0008890,S000923,assembled
D0008891,S000887,assembled
D0008892,,screen_rejected
D0008893,S000897,assembled
D0008894,S000894,assembled
D0008895,S000888,assembled
D0008896,S000871,assembled
D0008897,S000907,assembled
D0008898,S000875,assembled
D0008899,S000923,assembled
D0008900,S000868,assembled
D0008901,S000902,assembled
D0008902,S000872,assembled
D0008903,S000879,assembled
D0008904,S000890,assembled
D0008905,S000912,assembled
D0008906,S000894,assembled
D0008907,S000909,assembled
D0008908,S000876,assembled
D0008909,S000890,assembled
D0008910,S000876,assembled
D0008911,S000860,assembled
D0008912,S000907,assembled
D0008913,S000885,assembled
D0008914,S000867,assembled
D0008915,S000896,assembled
D0008916,S000899,assembled
D0008917,S000920,assembled
D0008918,S000898,assembled
D0008919,S000912,assembled
D0008920,,screen_rejected
D0008921,S000895,assembled
D0008922,S000882,assembled
D0008923,S000913,assembled
D0008924,S000903,assembled
D0008925,S000880,assembled
D0008926,S000901,assembled
D0008927,S000878,assembled
D0008928,S000889,assembled
D0008929,S000893,assembled
D0008930,S000880,assembled
D0008931,S000885,assembled
D0008932,S000899,assembled
D0008933,S000879,assembled
D0008934,S000918,assembled
D0008935,S000921,assembled
D0008936,S000884,assembled
D0008937,S000921,assembled
D0008938,S000903,assembled
D0008939,S000867,assembled
D0008940,S000921,assembled
D0008941,S000884,assembled
D0008942,S000883,assembled
D0008943,S000901,assembled
D0008944,S000901,assembled
D0008945,S000901,assembled
D0008946,S000864,assembled
D0008947,S000879,assembled
D0008948,S000919,assembled
D0008949,S000886,assembled
D0008950,S000880,assembled
D0008951,S000884,assembled
D0008952,S000904,assembled
D0008953,S000873,assembled
D0008954,S000899,assembled
D0008955,S000885,assembled
D0008956,S000919,assembled
D0008957,S000904,assembled
D0008958,S000914,assembled
D0008959,S000910,assembled
D0008960,,screen_rejected
D0008961,S000880,assembled
D0008962,S000861,assembled
D0008963,S000913,assembled
D0008964,S000867,assembled
D0008965,S000920,assembled
D0008966,S000871,assembled
D0008967,S000892,assembled
D0008968,S000887,assembled
D0008969,S000885,assembled
D0008970,S000910,assembled
D0008971,S000879,assembled
D0008972,S000878,assembled
D0008973,S000908,assembled
D0008974,,screen_rejected
D0008975,,screen_rejected
D0008976,S000864,assembled
D0008977,,screen_rejected
D0008978,S000918,assembled
D0008979,S000917,assembled
D0008980,S000915,assembled
D0008981,S000918,assembled
D0008982,S000862,assembled
D0008983,S000878,assembled
D0008984,S000883,assembled
D0008985,S000904,assembled
D0008986,,screen_rejected
D0008987,S000916,assembled
D0008988,S000864,assembled
D0008989,S000871,assembled
D0008990,S000913,assembled
D0008991,S000863,assembled
D0008992,S000918,assembled
D0008993,S000900,assembled
D0008994,S000863,assembled
D0008995,S000866,assembled
D0008996,S000866,assembled
D0008997,S000905,assembled
D0008998,S000882,assembled
D0008999,S000862,assembled
D0009000,S000892,assembled
D0009001,S000888,assembled
D0009002,S000880,assembled
D0009003,S000868,assembled
D0009004,S000900,assembled
D0009005,S000871,assembled
D0009006,S000919,assembled
D0009007,S000895,assembled
D0009008,S000905,assembled
D0009009,S000897,assembled
D0009010,S000877,assembled
D0009011,S000862,assembled
D0009012,S000920,assembled
D0009013,S000913,assembled
D0009014,S000867,assembled
D0009015,S000877,assembled
D0009016,S000860,assembled
D0009017,S000893,assembled
D0009018,S000860,assembled
D0009019,S000860,assembled
D0009020,S000895,assembled
D0009021,S000868,assembled
D0009022,S000911,assembled
D0009023,S000883,assembled
D0009024,S000904,assembled
D0009025,S000908,assembled
D0009026,S000864,assembled
D0009027,S000862,assembled
D0009028,S000901,assembled
D0009029,S000915,assembled
D0009030,S000922,assembled
D0009031,S000900,assembled
D0009032,S000893,assembled
D0009033,S000875,assembled
D0009034,S000870,assembled
D0009035,S000917,assembled
D0009036,S000896,assembled
D0009037,S000863,assembled
D0009038,S000873,assembled
D0009039,S000890,assembled
D0009040,S000902,assembled
D0009041,S000894,assembled
D0009042,S000876,assembled
D0009043,S000872,assembled
D0009044,S000911,assembled
D0009045,S000910,assembled
D0009046,S000870,assembled
D0009047,S000879,assembled
D0009048,S000923,assembled
D0009049,S000906,assembled
D0009050,,screen_rejected
